rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_url,pdf_path,pdf_status,pdf_bytes,pdf_error,source_url,source_path,source_status,source_error,removal_reason,review_confidence
543,Agentic AI for Education: A Unified Multi-Agent Framework for Personalized Learning and Institutional Intelligence,Arya Mary K J et al,2026,2604.16566,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:llm-multi-agent,0,0.83,https://arxiv.org/abs/2604.16566,2604.16566,papers_extra/multi-agent-triaged/0543_2604.16566,https://arxiv.org/pdf/2604.16566.pdf,papers_extra/multi-agent-triaged/0543_2604.16566/paper.pdf,present,328581,,https://arxiv.org/e-print/2604.16566,papers_extra/multi-agent-triaged/0543_2604.16566/source,present,,Broad education framework with headline metrics but little dataset/baseline support.,4
559,TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,Kamil Szczepanik et al,2025,2506.18783,candidate,trend,Agent Foundations and Infrastructure,arxiv:language-agents,0,0.89,https://arxiv.org/abs/2506.18783,2506.18783,papers_extra/multi-agent-triaged/0559_2506.18783,https://arxiv.org/pdf/2506.18783.pdf,papers_extra/multi-agent-triaged/0559_2506.18783/paper.pdf,present,2387236,,https://arxiv.org/e-print/2506.18783,papers_extra/multi-agent-triaged/0559_2506.18783/source,present,,One TRIZ case study; explicitly does not compare orchestration or prompt strategies.,4
561,Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs,Giuseppe Arbore et al,2026,2604.27882,candidate,bridge,Agent Foundations and Infrastructure,arxiv:software-agents,0,0.86,https://arxiv.org/abs/2604.27882,2604.27882,papers_extra/multi-agent-triaged/0561_2604.27882,https://arxiv.org/pdf/2604.27882.pdf,papers_extra/multi-agent-triaged/0561_2604.27882/paper.pdf,present,535705,,https://arxiv.org/e-print/2604.27882,papers_extra/multi-agent-triaged/0561_2604.27882/source,present,,Six-page proposal for persona-based agents with no real implementation or evaluation.,5
563,LLM-Driven DAG Planning with Topological Execution for Multi-Agent AI Orchestration,"Maluskar, Hrishikesh",2026,https://doi.org/10.5281/zenodo.18911464,candidate,trend,Agent Foundations and Infrastructure,openalex:orchestration,0,0.85,https://openalex.org/W7134179185,,,,,unresolved,,,,,unavailable,,Zenodo page describes a single-author personal assistant system with thin system-specific metrics and broad orchestration claims; too weak and self-published for this pruning pass.,4
575,Large language models for optical network O&M: Agent-embedded workflow for automation,Shengnan Li et al,2026,2603.11828,candidate,trend,Agent Foundations and Infrastructure,arxiv:collaboration,0,0.8,https://arxiv.org/abs/2603.11828,2603.11828,papers_extra/multi-agent-triaged/0575_2603.11828,https://arxiv.org/pdf/2603.11828.pdf,papers_extra/multi-agent-triaged/0575_2603.11828/paper.pdf,present,1097044,,https://arxiv.org/e-print/2603.11828,papers_extra/multi-agent-triaged/0575_2603.11828/source,present,,Optical-network O&M workflow/survey-style proposal; no empirical agent evaluation.,4
579,Developing Artificial Herders Using Jason,Niklas Skamriis Boss et al,2009,1001.0115,candidate,bridge,Agent Foundations and Infrastructure,arxiv:language-agents,0,0.76,https://arxiv.org/abs/1001.0115,1001.0115,papers_extra/multi-agent-triaged/0579_1001.0115,https://arxiv.org/pdf/1001.0115.pdf,papers_extra/multi-agent-triaged/0579_1001.0115/paper.pdf,present,189266,,https://arxiv.org/e-print/1001.0115,papers_extra/multi-agent-triaged/0579_1001.0115/source,present,,"2009 contest/student strategy, non-LLM, no strong anchor value.",5
580,Associative Memory Fields: Zero-Infrastructure Spreading Activation for LLM Multi-Agent Systems,"Seki, Takayuki",2026,https://doi.org/10.5281/zenodo.19426917,candidate,trend,Agent Foundations and Infrastructure,openalex:llm-mas,2,0.84,https://doi.org/10.5281/zenodo.19426917,,,,,unresolved,,,,,unavailable,,Zenodo page describes a Buddys Architecture Series note with only 12 probe queries and highly system-specific memory claims; obvious thin-evidence self-published artifact.,4
583,CreativeGame:Toward Mechanic-Aware Creative Game Generation,Hongnan Ma et al,2026,2604.19926,candidate,trend,Agent Foundations and Infrastructure,arxiv:llm-multi-agent,0,0.75,https://arxiv.org/abs/2604.19926,2604.19926,papers_extra/multi-agent-triaged/0583_2604.19926,https://arxiv.org/pdf/2604.19926.pdf,papers_extra/multi-agent-triaged/0583_2604.19926/paper.pdf,present,598181,,https://arxiv.org/e-print/2604.19926,papers_extra/multi-agent-triaged/0583_2604.19926/source,present,,"Game-generation technical report with internal prompts, proxy creativity/playability metrics, and no validated human or benchmark evaluation.",4
587,Reshaping Robot Trajectories Using Natural Language Commands: A Study of Multi-Modal Data Alignment Using Transformers,"Arthur Bucker, Luis Figueredo, Sami Haddadinl et al",2022,https://doi.org/10.1109/iros47612.2022.9981810,candidate,bridge,Agent Foundations and Infrastructure,openalex:collaboration;openalex:robot-collaboration,43,0.92,https://doi.org/10.1109/iros47612.2022.9981810,,,,,unresolved,,,,,unavailable,,"Credible robotics paper but metadata indicates language-conditioned trajectory reshaping with transformers, not LLM-driven multi-agent coordination; likely source-matching noise.",3
588,Q-Learning Algorithms: A Comprehensive Classification and Applications,"Beakcheol Jang, Myeonghwi Kim, Gaspard Harerimana et al",2019,https://doi.org/10.1109/access.2019.2941229,candidate,bridge,Agent Foundations and Infrastructure,openalex:computer-control,591,0.9,https://doi.org/10.1109/access.2019.2941229,,,,,unresolved,,,,,unavailable,,High-citation survey but too broad: Q-learning classification/applications rather than LLM agents or multi-agent coordination; low specificity for this corpus.,3
589,Research on Integrity Check Method of Cloud Storage Multi-Copy Data Based on Multi-Agent,"Chunbo Wang, Xiaoqiang Di",2020,https://doi.org/10.1109/access.2020.2966803,candidate,bridge,Agent Foundations and Infrastructure,openalex:workflow-generation,14,0.9,https://doi.org/10.1109/access.2020.2966803,,,,,unresolved,,,,,unavailable,,Cloud-storage integrity checking paper using generic multi-agent terminology; no LLM relevance and little practical value for a multi-agent LLM literature map.,4
593,Simpliflow: A Lightweight Open-Source Framework for Rapid Creation and Deployment of Generative Agentic AI Workflows,Deven Panchal,2025,2510.10675,candidate,bridge,Agent Foundations and Infrastructure,arxiv:generative-agents,0,0.72,https://arxiv.org/abs/2510.10675,2510.10675,papers_extra/multi-agent-triaged/0593_2510.10675,https://arxiv.org/pdf/2510.10675.pdf,papers_extra/multi-agent-triaged/0593_2510.10675/paper.pdf,present,2596642,,https://arxiv.org/e-print/2510.10675,papers_extra/multi-agent-triaged/0593_2510.10675/source,present,,Tool/framework announcement with use cases but no meaningful empirical evaluation.,4
601,Numerical Instability and Chaos: Quantifying the Unpredictability of Large Language Models,Chashi Mahiul Islam et al,2026,2604.13206,candidate,bridge,Agent Foundations and Infrastructure,arxiv:workflow,0,0.67,https://arxiv.org/abs/2604.13206,2604.13206,papers_extra/multi-agent-triaged/0601_2604.13206,https://arxiv.org/pdf/2604.13206.pdf,papers_extra/multi-agent-triaged/0601_2604.13206/paper.pdf,present,3780829,,https://arxiv.org/e-print/2604.13206,papers_extra/multi-agent-triaged/0601_2604.13206/source,present,,False positive for this map: studies numerical instability in LLM inference with only incidental MAS/agent-workflow discussion.,4
604,IndexCache: Accelerating Sparse Attention via Cross-Layer Index Reuse,Yushi Bai et al,2026,2603.12201,candidate,bridge,Agent Foundations and Infrastructure,arxiv:workflow,0,0.67,https://arxiv.org/abs/2603.12201,2603.12201,papers_extra/multi-agent-triaged/0604_2603.12201,https://arxiv.org/pdf/2603.12201.pdf,papers_extra/multi-agent-triaged/0604_2603.12201/paper.pdf,present,533208,,https://arxiv.org/e-print/2603.12201,papers_extra/multi-agent-triaged/0604_2603.12201/source,present,,Off-scope corpus noise for this multi-agent map: sparse-attention/inference-acceleration paper with only incidental agentic-workflow motivation and no LLM-agent or multi-agent mechanism.,5
616,Agentic AI for Personalized Physiotherapy: A Multi-Agent Framework for Generative Video Training and Real-Time Pose Correction,Abhishek Dharmaratnakar et al,2026,2604.21154,candidate,trend,Benchmarks and Evaluation,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.21154,2604.21154,papers_extra/multi-agent-triaged/0616_2604.21154,https://arxiv.org/pdf/2604.21154.pdf,papers_extra/multi-agent-triaged/0616_2604.21154/paper.pdf,present,4933762,,https://arxiv.org/e-print/2604.21154,papers_extra/multi-agent-triaged/0616_2604.21154/source,present,,Three-page medical architecture plus evaluation plan; claims unsupported.,5
618,ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,Ziyuan Huang et al,2025,2501.08324,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2501.08324,2501.08324,papers_extra/multi-agent-triaged/0618_2501.08324,https://arxiv.org/pdf/2501.08324.pdf,papers_extra/multi-agent-triaged/0618_2501.08324/paper.pdf,present,1542771,,https://arxiv.org/e-print/2501.08324,papers_extra/multi-agent-triaged/0618_2501.08324/source,present,,"Weak MAS contribution in a high-stakes biomedical setting: mostly a sequential XGBoost/SHAP plus GPT-4o summarization/classification pipeline, with no convincing multi-agent ablation and only a small dataset.",4
624,ART: Adaptive Response Tuning Framework -- A Multi-Agent Tournament-Based Approach to LLM Response Optimization,Omer Jauhar Khan,2025,2512.00617,candidate,trend,Benchmarks and Evaluation,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2512.00617,2512.00617,papers_extra/multi-agent-triaged/0624_2512.00617,https://arxiv.org/pdf/2512.00617.pdf,papers_extra/multi-agent-triaged/0624_2512.00617/paper.pdf,present,841331,,https://arxiv.org/e-print/2512.00617,papers_extra/multi-agent-triaged/0624_2512.00617/source,present,,Tournament-response framework evaluated with mock agents rather than real LLM-agent experiments; broad reliability claims unsupported.,4
672,Towards Agentic Test-Driven Quality Assurance for 6G Networks,Christos Tranoris et al,2026,2604.23285,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23285,2604.23285,papers_extra/multi-agent-triaged/0672_2604.23285,https://arxiv.org/pdf/2604.23285.pdf,papers_extra/multi-agent-triaged/0672_2604.23285/paper.pdf,present,842544,,https://arxiv.org/e-print/2604.23285,papers_extra/multi-agent-triaged/0672_2604.23285/source,present,,Architecture proposal for 6G test-driven QA; no experiments or agent evidence.,5
675,Rethinking Software Engineering for Agentic AI Systems,Mamdouh Alenezi,2026,2604.10599,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.10599,2604.10599,papers_extra/multi-agent-triaged/0675_2604.10599,https://arxiv.org/pdf/2604.10599.pdf,papers_extra/multi-agent-triaged/0675_2604.10599/paper.pdf,present,549477,,https://arxiv.org/e-print/2604.10599,papers_extra/multi-agent-triaged/0675_2604.10599/source,present,,Position/literature-synthesis paper on agentic software engineering with no primary MAS mechanism or empirical evaluation.,4
677,A Novel Hierarchical Multi-Agent System for Payments Using LLMs,Joon Kiat Chua et al,2026,2602.24068,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.24068,2602.24068,papers_extra/multi-agent-triaged/0677_2602.24068,https://arxiv.org/pdf/2602.24068.pdf,papers_extra/multi-agent-triaged/0677_2602.24068/paper.pdf,present,338456,,https://arxiv.org/e-print/2602.24068,papers_extra/multi-agent-triaged/0677_2602.24068/source,present,,Payment workflow proposal with no baselines or evaluation.,5
678,HearthNet: Edge Multi-Agent Orchestration for Smart Homes,Zhonghao Zhan et al,2026,2604.09618,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:agent-security,0,0.92,https://arxiv.org/abs/2604.09618,2604.09618,papers_extra/multi-agent-triaged/0678_2604.09618,https://arxiv.org/pdf/2604.09618.pdf,papers_extra/multi-agent-triaged/0678_2604.09618/paper.pdf,present,1004444,,https://arxiv.org/e-print/2604.09618,papers_extra/multi-agent-triaged/0678_2604.09618/source,present,,"Five-page smart-home demo with three scenarios, no benchmark or baselines.",4
685,OOM-RL: Out-of-Money Reinforcement Learning Market-Driven Alignment for LLM-Based Multi-Agent Systems,Kun Liu et al,2026,2604.11477,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2604.11477,2604.11477,papers_extra/multi-agent-triaged/0685_2604.11477,https://arxiv.org/pdf/2604.11477.pdf,papers_extra/multi-agent-triaged/0685_2604.11477/paper.pdf,present,661211,,https://arxiv.org/e-print/2604.11477,papers_extra/multi-agent-triaged/0685_2604.11477/source,present,,Broad live-market alignment claims; evidence relies on unreleased data and weak statistics.,5
700,TDD Governance for Multi-Agent Code Generation via Prompt Engineering,Tarlan Hasanli et al,2026,2604.26615,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.26615,2604.26615,papers_extra/multi-agent-triaged/0700_2604.26615,https://arxiv.org/pdf/2604.26615.pdf,papers_extra/multi-agent-triaged/0700_2604.26615/paper.pdf,present,1849949,,https://arxiv.org/e-print/2604.26615,papers_extra/multi-agent-triaged/0700_2604.26615/source,present,,Five-page prompt-governance/process proposal; no benchmark or ablation.,4
711,"BloClaw: An Omniscient, Multi-Modal Agentic Workspace for Next-Generation Scientific Discovery",Yao Qin et al,2026,2604.00550,candidate,bridge,"Software, Web, and Computer-Use Agents",arxiv:ai-scientist,0,0.9,https://arxiv.org/abs/2604.00550,2604.00550,papers_extra/multi-agent-triaged/0711_2604.00550,https://arxiv.org/pdf/2604.00550.pdf,papers_extra/multi-agent-triaged/0711_2604.00550/paper.pdf,present,4616036,,https://arxiv.org/e-print/2604.00550,papers_extra/multi-agent-triaged/0711_2604.00550/source,present,,"Four-page tool demo/technical report; no MAS mechanism, no baseline, broad digital-scientist claims.",5
716,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,"Abhishek Parakh, Mahadevan Subramaniam",2025,https://doi.org/10.1145/3769694.3771146,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:gui-agents,1,0.92,https://doi.org/10.1145/3769694.3771146,,,,,unresolved,,,,,unavailable,,Education platform paper appears to use AI agents as instructional tooling rather than making a technical LLM multi-agent contribution; weak corpus fit and low citation signal.,4
724,SEMANTIC KERNEL USAGE FOR ORCHESTRATION OF MULTI-AGENT LLM-BASED SYSTEMS TO SOLVE THE TASKS WHICH REQUIRE DYNAMIC INVOLVEMENT OF NEW AGENTS,"Vitalii Kutsan, Vasyl Lyashkevych",2026,https://doi.org/10.70286/isu-15.04.2026.021,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,0,0.88,https://doi.org/10.70286/isu-15.04.2026.021,,,,,unresolved,,,,,unavailable,,Zero-citation 2026 article in an obscure venue with a generic all-caps title; metadata suggests a thin Semantic Kernel orchestration writeup rather than a rigorous MAS contribution.,4
751,"Sema Code: Decoupling AI Coding Agents into Programmable, Embeddable Infrastructure",Huacan Wang et al,2026,2604.11045,candidate,bridge,"Software, Web, and Computer-Use Agents",arxiv:software-agents,0,0.8,https://arxiv.org/abs/2604.11045,2604.11045,papers_extra/multi-agent-triaged/0751_2604.11045,https://arxiv.org/pdf/2604.11045.pdf,papers_extra/multi-agent-triaged/0751_2604.11045/paper.pdf,present,7792284,,https://arxiv.org/e-print/2604.11045,papers_extra/multi-agent-triaged/0751_2604.11045/source,present,,"Coding-agent architecture/deployment report without a task benchmark, stress test, or comparative agent-quality evaluation.",4
755,Unified Distributed Computing and Co-ordination in Pervasive/Ubiquitous Networks with Mobile Multi-Agent Systems using a Modular and Portable Agent Code Processing Platform,Stefan Bosse,2015,https://doi.org/10.1016/j.procs.2015.08.312,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:coding-agents,19,0.92,https://doi.org/10.1016/j.procs.2015.08.312,,,,,unresolved,,,,,unavailable,,"Old mobile-agent distributed-computing platform in Procedia with little evident connection to LLM-driven multi-agent design, evaluation, or agentic workflows; likely field-map noise.",3
757,A Multi-agent Reinforcement Learning Study of Evolution of Communication and Teaching under Libertarian and Utilitarian Governing Systems,Aslan S. Dizaji,2024,2403.02369,candidate,bridge,Scientific and Domain Agents,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2403.02369,2403.02369,papers_extra/multi-agent-triaged/0757_2403.02369,https://arxiv.org/pdf/2403.02369.pdf,papers_extra/multi-agent-triaged/0757_2403.02369/paper.pdf,present,5422895,,https://arxiv.org/e-print/2403.02369,papers_extra/multi-agent-triaged/0757_2403.02369/source,present,,"Corpus noise for an LLM-driven agent map and weak rigor: no LLM component, tentative MARL simulation, one run per parameter setting, and no statistical validation.",5
761,Agentic LLM Workflows for Generating Patient-Friendly Medical Reports,"Sudarshan, Malavikha, Shih, Sophie, Yee, Estella et al",2024,2408.01112,candidate,core,Scientific and Domain Agents,openalex:medical-agents,8,0.92,http://arxiv.org/abs/2408.01112,2408.01112,papers_extra/multi-agent-triaged/0761_2408.01112,https://arxiv.org/pdf/2408.01112.pdf,papers_extra/multi-agent-triaged/0761_2408.01112/paper.pdf,present,4381709,,https://arxiv.org/e-print/2408.01112,papers_extra/multi-agent-triaged/0761_2408.01112/source,present,,Tiny 16-report radiology workflow demo; broad clinical claims rest on limited Reflexion-style evaluation and weak MAS specificity.,4
765,ChemGraph-XANES: An Agentic Framework for XANES Simulation and Analysis,Vitor F. Grizzi et al,2026,2604.16205,candidate,trend,Scientific and Domain Agents,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.16205,2604.16205,papers_extra/multi-agent-triaged/0765_2604.16205,https://arxiv.org/pdf/2604.16205.pdf,papers_extra/multi-agent-triaged/0765_2604.16205/paper.pdf,present,951629,,https://arxiv.org/e-print/2604.16205,papers_extra/multi-agent-triaged/0765_2604.16205/source,present,,Agentic XANES workflow/demo; example-based parameter retrieval and execution rather than comparative agent or MAS evidence.,4
782,MACC: Multi-Agent Collaborative Competition for Scientific Exploration,Satoshi Oyama et al,2026,2603.03780,candidate,trend,Scientific and Domain Agents,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2603.03780,2603.03780,papers_extra/multi-agent-triaged/0782_2603.03780,https://arxiv.org/pdf/2603.03780.pdf,papers_extra/multi-agent-triaged/0782_2603.03780/paper.pdf,present,592094,,https://arxiv.org/e-print/2603.03780,papers_extra/multi-agent-triaged/0782_2603.03780/source,present,,AAMAS Blue Sky architecture/proposal for scientific competitions; no implemented system or empirical evaluation.,4
783,From Visual Perception to Deep Empathy: An Automated Assessment Framework for House-Tree-Person Drawings Using Multimodal LLMs and Multi-Agent Collaboration,Shuide Wen et al,2025,2512.21360,candidate,trend,Scientific and Domain Agents,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2512.21360,2512.21360,papers_extra/multi-agent-triaged/0783_2512.21360,https://arxiv.org/pdf/2512.21360.pdf,papers_extra/multi-agent-triaged/0783_2512.21360/paper.pdf,present,627430,,https://arxiv.org/e-print/2512.21360,papers_extra/multi-agent-triaged/0783_2512.21360/source,present,,"High-stakes psychological assessment with weak validation: relies on embedding similarity to expert narratives and qualitative cases, with no clinical outcome validation, baselines, calibration, or convincing multi-agent ablation.",5
790,Learning from Nature to Achieve Material Sustainability: Generative AI for Rigorous Bio-inspired Materials Design,"Rachel K. Luu, Sofia Arevalo, Wei Lu et al",2024,https://doi.org/10.21428/e4baedd9.33bd7449,candidate,core,Scientific and Domain Agents,openalex:scientific-agents,19,0.92,https://doi.org/10.21428/e4baedd9.33bd7449,,,,,unresolved,,,,,unavailable,,General generative-AI materials design article with no explicit multi-agent framing in title or DOI metadata and no abstract evidence of LLM multi-agent specificity.,4
802,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,"Wu, Siyi, Wang, Junqiao, Guan, Zhaoyang et al",2025,2507.20474,candidate,trend,Scientific and Domain Agents,openalex:finance-agents,0,0.8,http://arxiv.org/abs/2507.20474,2507.20474,papers_extra/multi-agent-triaged/0802_2507.20474,https://arxiv.org/pdf/2507.20474.pdf,papers_extra/multi-agent-triaged/0802_2507.20474/paper.pdf,present,834663,,https://arxiv.org/e-print/2507.20474,papers_extra/multi-agent-triaged/0802_2507.20474/source,present,,"High-stakes financial-trading claims are unsupported; mostly architecture/demo narrative, no credible backtest or risk-adjusted baseline comparison, and multi-agent contribution is superficial.",4
806,Enhancing Anomaly Detection in Financial Markets with an LLM-based Multi-Agent Framework,"Park, Taejin",2024,2403.19735,candidate,core,Scientific and Domain Agents,openalex:frameworks,6,0.92,http://arxiv.org/abs/2403.19735,2403.19735,papers_extra/multi-agent-triaged/0806_2403.19735,https://arxiv.org/pdf/2403.19735.pdf,papers_extra/multi-agent-triaged/0806_2403.19735/paper.pdf,present,354933,,https://arxiv.org/e-print/2403.19735,papers_extra/multi-agent-triaged/0806_2403.19735/source,present,,Demo-level finance workflow; no real benchmark/baseline or quantitative validation beyond walkthrough.,4
809,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,"Gonzalo Farias, Ernesto Fabregas, Emmanuel Peralta et al",2019,https://doi.org/10.1109/access.2019.2913916,candidate,bridge,Scientific and Domain Agents,openalex:software-agents,36,0.92,https://doi.org/10.1109/access.2019.2913916,,,,,unresolved,,,,,unavailable,,IEEE Access robotics education platform from 2019; metadata indicates classical mobile robotics multi-agent teaching software rather than an LLM-agent or LLM multi-agent contribution.,5
810,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2","Igor Petrušić, Chia-Chun Chiang, David Garcia-Azorin et al",2025,https://doi.org/10.1186/s10194-024-01944-7,candidate,trend,Scientific and Domain Agents,openalex:ai-scientist,27,0.92,https://doi.org/10.1186/s10194-024-01944-7,,,,,unresolved,,,,,unavailable,,"Medical vision/editorial article about next-generation AI in headache care; no clear LLM-agent, multi-agent system, benchmark, or technical agent contribution in the metadata.",4
817,Cytoarchitecture in Words: Weakly Supervised Vision-Language Modeling for Human Brain Microscopy,Matthew Sutton et al,2026,2602.23088,candidate,trend,Scientific and Domain Agents,arxiv:workflow,0,0.74,https://arxiv.org/abs/2602.23088,2602.23088,papers_extra/multi-agent-triaged/0817_2602.23088,https://arxiv.org/pdf/2602.23088.pdf,papers_extra/multi-agent-triaged/0817_2602.23088/paper.pdf,present,3096254,,https://arxiv.org/e-print/2602.23088,papers_extra/multi-agent-triaged/0817_2602.23088/source,present,,Mostly VLM/microscopy captioning; no multi-agent mechanism and weak bridge value.,5
818,Machine Learning as a Tool (MLAT): A Framework for Integrating Statistical ML Models as Callable Tools within LLM Agent Workflows,Edwin Chen et al,2026,2602.14295,candidate,trend,Scientific and Domain Agents,arxiv:workflow,0,0.74,https://arxiv.org/abs/2602.14295,2602.14295,papers_extra/multi-agent-triaged/0818_2602.14295,https://arxiv.org/pdf/2602.14295.pdf,papers_extra/multi-agent-triaged/0818_2602.14295/paper.pdf,present,751075,,https://arxiv.org/e-print/2602.14295,papers_extra/multi-agent-triaged/0818_2602.14295/source,present,,Hackathon-style design-pattern/case-study paper with no experiments or evaluation.,5
819,A Model Context Protocol Server for Quantum Execution in Hybrid Quantum-HPC Environments,Masaki Shiraishi et al,2026,2604.08318,candidate,trend,Scientific and Domain Agents,arxiv:ai-scientist,0,0.74,https://arxiv.org/abs/2604.08318,2604.08318,papers_extra/multi-agent-triaged/0819_2604.08318,https://arxiv.org/pdf/2604.08318.pdf,papers_extra/multi-agent-triaged/0819_2604.08318/paper.pdf,present,256368,,https://arxiv.org/e-print/2604.08318,papers_extra/multi-agent-triaged/0819_2604.08318/source,present,,"Six-page MCP server demo; no multi-agent contribution, no baselines, narrow proof of concept.",4
820,Can Theoretical Physics Research Benefit from Language Agents?,Sirui Lu et al,2025,2506.06214,candidate,trend,Scientific and Domain Agents,arxiv:scientific-agents,0,0.74,https://arxiv.org/abs/2506.06214,2506.06214,papers_extra/multi-agent-triaged/0820_2506.06214,https://arxiv.org/pdf/2506.06214.pdf,papers_extra/multi-agent-triaged/0820_2506.06214/paper.pdf,present,676325,,https://arxiv.org/e-print/2506.06214,papers_extra/multi-agent-triaged/0820_2506.06214/source,present,,Position/vision paper for theoretical-physics language agents; no implemented method or empirical evaluation.,5
826,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,Janani Rangila et al,2026,2603.05027,candidate,trend,"Safety, Security, and Reliability",arxiv:society,0,0.92,https://arxiv.org/abs/2603.05027,2603.05027,papers_extra/multi-agent-triaged/0826_2603.05027,https://arxiv.org/pdf/2603.05027.pdf,papers_extra/multi-agent-triaged/0826_2603.05027/paper.pdf,present,1653762,,https://arxiv.org/e-print/2603.05027,papers_extra/multi-agent-triaged/0826_2603.05027/source,present,,Smart-home/blockchain architecture with broad claims and weak multi-agent evidence.,4
840,Managing Uncertainty in LLM-based Multi-Agent System Operation,Man Zhang et al,2026,2602.23005,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.23005,2602.23005,papers_extra/multi-agent-triaged/0840_2602.23005,https://arxiv.org/pdf/2602.23005.pdf,papers_extra/multi-agent-triaged/0840_2602.23005/paper.pdf,present,3438911,,https://arxiv.org/e-print/2602.23005,papers_extra/multi-agent-triaged/0840_2602.23005/source,present,,"Conceptual uncertainty-management framework with echocardiography case discussion but no concrete experiments, metrics, or baselines.",4
852,Code Broker: A Multi-Agent System for Automated Code Quality Assessment,Samer Attrah,2026,2604.23088,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23088,2604.23088,papers_extra/multi-agent-triaged/0852_2604.23088,https://arxiv.org/pdf/2604.23088.pdf,papers_extra/multi-agent-triaged/0852_2604.23088/paper.pdf,present,4580703,,https://arxiv.org/e-print/2604.23088,papers_extra/multi-agent-triaged/0852_2604.23088/source,present,,"Preliminary qualitative evaluation only; small demo, no full benchmark or ablation.",4
854,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,Yuan Sun,2026,2604.27358,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27358,2604.27358,papers_extra/multi-agent-triaged/0854_2604.27358,https://arxiv.org/pdf/2604.27358.pdf,papers_extra/multi-agent-triaged/0854_2604.27358/paper.pdf,present,362540,,https://arxiv.org/e-print/2604.27358,papers_extra/multi-agent-triaged/0854_2604.27358/source,present,,Formal proposal with planned empirical validation; no reported experimental results.,5
857,Security Considerations for Artificial Intelligence Agents,Ninghui Li et al,2026,2603.12230,candidate,bridge,"Safety, Security, and Reliability",arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2603.12230,2603.12230,papers_extra/multi-agent-triaged/0857_2603.12230,https://arxiv.org/pdf/2603.12230.pdf,papers_extra/multi-agent-triaged/0857_2603.12230/paper.pdf,present,413457,,https://arxiv.org/e-print/2603.12230,papers_extra/multi-agent-triaged/0857_2603.12230/source,present,,"Q&A/guidance-style report, not a research paper; no experiments or baselines.",4
863,AI-Driven Multi-Agent Simulation of Stratified Polyamory Systems: A Computational Framework for Optimizing Social Reproductive Efficiency,Yicai Xing,2026,2603.20678,candidate,trend,"Safety, Security, and Reliability",arxiv:marl,0,0.92,https://arxiv.org/abs/2603.20678,2603.20678,papers_extra/multi-agent-triaged/0863_2603.20678,https://arxiv.org/pdf/2603.20678.pdf,papers_extra/multi-agent-triaged/0863_2603.20678/paper.pdf,present,610773,,https://arxiv.org/e-print/2603.20678,papers_extra/multi-agent-triaged/0863_2603.20678/source,present,,Low-credibility broad social/reproductive claims with weak MAS research value.,5
