rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_url,pdf_path,pdf_status,pdf_bytes,pdf_error,source_url,source_path,source_status,source_error,removal_reason,review_confidence,review_batch
865,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,Mahesh Kumar Damarched,2026,https://doi.org/10.32996/jcsts.2026.8.4.1,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:orchestration,1,0.92,https://doi.org/10.32996/jcsts.2026.8.4.1,,,,,unresolved,,,,,unavailable,,Broad single-author institutional modernization article in a low-signal venue with sweeping architecture and performance claims from metadata/abstract; weak apparent rigor and limited reusable multi-agent contribution.,4,batch-18
880,Policy Convergence and Explainable Stability in Orchestrated Multi-Agent LLM Trading Frameworks,Shourya Dewansh,2026,https://doi.org/10.22161/ijaems.122.8,candidate,trend,"Safety, Security, and Reliability",openalex:orchestration,0,0.92,https://doi.org/10.22161/ijaems.122.8,,,,,unresolved,,,,,unavailable,,"Short conceptual trading-framework article with no evident empirical system, benchmark, or technical validation; metadata/abstract suggest synthesis rather than a rigorous multi-agent contribution.",4,batch-18
892,AI Mother Tongue: Self-Emergent Communication in MARL via Endogenous Symbol Systems,Hung Ming Liu,2025,2507.10566,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2507.10566,2507.10566,papers_extra/multi-agent-triaged/0892_2507.10566,https://arxiv.org/pdf/2507.10566.pdf,papers_extra/multi-agent-triaged/0892_2507.10566/paper.pdf,present,1243128,,https://arxiv.org/e-print/2507.10566,papers_extra/multi-agent-triaged/0892_2507.10566/source,present,,Toy MARL/emergent-communication study with broad endogenous-symbol/AGI claims and weak quantitative support.,4,previous-canonical
972,"Highlights of the Issue: Governance, Agents, Evolutionary Search",Kristen W Carlson,2025,https://doi.org/10.70777/si.v2i3.15417,candidate,survey,Surveys and Taxonomies,openalex:society,1,0.92,https://doi.org/10.70777/si.v2i3.15417,,,,,unresolved,,,,,unavailable,,Editorial issue-highlight/paratetext rather than a research or survey contribution; weak source signal and no clear multi-agent technical content.,4,batch-19
975,Antrocon — Multi-Agent LLM Orchestration System,"Massinger, Corbinian Elias",2026,https://doi.org/10.5281/zenodo.18648837,candidate,survey,Surveys and Taxonomies,openalex:orchestration,0,0.92,https://openalex.org/W7129005410,,,,,unresolved,,,,,unavailable,,Zenodo software release record for a local orchestration system rather than a peer-reviewed paper or substantive evaluated research article; zero citations and demo/tool metadata.,4,batch-19
989,"Toward Reliable, Safe, and Secure LLMs for Scientific Applications",Saket Sanjeev Chaturvedi et al,2026,2603.18235,candidate,survey,Surveys and Taxonomies,arxiv:agent-security;arxiv:ai-scientist,0,0.92,https://arxiv.org/abs/2603.18235,2603.18235,papers_extra/multi-agent-triaged/0989_2603.18235,https://arxiv.org/pdf/2603.18235.pdf,papers_extra/multi-agent-triaged/0989_2603.18235/paper.pdf,present,748569,,https://arxiv.org/e-print/2603.18235,papers_extra/multi-agent-triaged/0989_2603.18235/source,present,,Conceptual science-agent safety/perspective paper; the benchmark generator and defense system are envisioned or future work rather than empirically evaluated.,4,previous-canonical
995,A Large Data Exchange Method for Multi-agent in Java Agent Development Framework,"Wathiq Laftah Al-Yaseen, Zulaiha Ali Othman, Mohd Zakree Ahmad Nazri",2016,https://openalex.org/W2571164237,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,8,0.92,https://dergipark.org.tr/en/pub/irmm/article/355741,,,,,unresolved,,,,,unavailable,,"OpenAlex record points to a submitted/repository version rather than a clearly published venue; narrow Java data-exchange engineering topic, low citation count, no LLM/agentic relevance, and little evidence of foundational value.",4,batch-20
996,Timed-Arc Petri-Nets based Agent Communication for Real-Time Multi-Agent Systems,"Awais Qasim, Sidra Kanwal, Adnan Khalid et al",2019,https://doi.org/10.14569/ijacsa.2019.0100970,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,4,0.87,https://doi.org/10.14569/ijacsa.2019.0100970,,,,,unresolved,,,,,unavailable,,"Niche real-time MAS communication/formalism article in a modest venue with very low citation metadata; not LLM-specific, not a classic foundation, and unlikely to improve an LLM-driven multi-agent literature map.",4,batch-20
997,KQML Based Communication Protocol for Multi Agent Systems,"Dimple Juneja, Ankit Jagga, Aarti Singh",2015,https://openalex.org/W2559627494,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,2,0.77,http://iasir.net/IJETCASpapers/IJETCAS15-359.pdf,,,http://iasir.net/IJETCASpapers/IJETCAS15-359.pdf,,failed,,HTTP 404,,,unavailable,,"Low-citation article with failed/unavailable artifact and no clear venue metadata; KQML itself is foundational, but this 2015 protocol paper is not the classic source and appears redundant/noisy for the corpus.",4,batch-20
998,COMMUNICATION BETWEEN MULTI-AGENTS IN ROTATING MACHINERY DIAGNOSTIC SYSTEM,"Zhigang Jin, Xingyu Chen, Y Lu et al",2020,https://doi.org/10.17683/ijomam/issue7.14,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,0,0.67,http://doi.org/10.17683/ijomam/issue7.14,,,,,unresolved,,,,,unavailable,,"Zero-citation niche application paper in rotating machinery diagnostics; no LLM relevance, weak multi-agent generality, and no indication of being a reusable benchmark, method, or foundation.",4,batch-20
999,Research on Multi-agent System in Intelligent Manufacturing with Enterprise Alliance,"Chen Yunqing, Zhou Guoqiang",2015,https://doi.org/10.1109/iciicii.2015.126,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,0,0.67,https://doi.org/10.1109/iciicii.2015.126,,,,,unresolved,,,,,unavailable,,Short low-citation IEEE proceedings paper on an older intelligent-manufacturing application; narrow enterprise-alliance use case with no LLM relevance and no obvious foundational or high-impact value.,4,batch-20
